char	unicode	big5	category	dfs_code	compat_class	slot_source	t2s	note
蹻	U+8E7B	F354	cjk	$3C4A	cjk-extension	extension-page	𫏋	new/expanded DFS page
軂	U+8EC2	F355	cjk	$3C60	cjk-extension	extension-page	軂	new/expanded DFS page
轒	U+8F52	F356	cjk	$3C61	cjk-extension	extension-page	轒	new/expanded DFS page
轑	U+8F51	F357	cjk	$3C62	cjk-extension	extension-page	轑	new/expanded DFS page
轏	U+8F4F	F358	cjk	$3C63	cjk-extension	extension-page	轏	new/expanded DFS page
轐	U+8F50	F359	cjk	$3C64	cjk-extension	extension-page	𫐗	new/expanded DFS page
轓	U+8F53	F35A	cjk	$3C65	cjk-extension	extension-page	轓	new/expanded DFS page
辴	U+8FB4	F35B	cjk	$3C66	cjk-extension	extension-page	辴	new/expanded DFS page
酀	U+9140	F35C	cjk	$3C67	cjk-extension	extension-page	酀	new/expanded DFS page
鄿	U+913F	F35D	cjk	$3C68	cjk-extension	extension-page	鄿	new/expanded DFS page
醰	U+91B0	F35E	cjk	$3C69	cjk-extension	extension-page	醰	new/expanded DFS page
醭	U+91AD	F35F	cjk	$2D91	base-exact	base-compatible	醭	
鏞	U+93DE	F360	cjk	$2B36	base-t2s-ime-glyph-patch	base-compatible	镛	glyph patch 镛->鏞
鏇	U+93C7	F361	cjk	$3C6A	cjk-extension	extension-page	旋	new/expanded DFS page
鏏	U+93CF	F362	cjk	$3C6B	cjk-extension	extension-page	𬭬	new/expanded DFS page
鏂	U+93C2	F363	cjk	$3C6C	cjk-extension	extension-page	鏂	new/expanded DFS page
鏚	U+93DA	F364	cjk	$3C6D	cjk-extension	extension-page	𬭭	new/expanded DFS page
鏐	U+93D0	F365	cjk	$3C6E	cjk-extension	extension-page	镠	new/expanded DFS page
鏹	U+93F9	F366	cjk	$2B43	base-t2s-ime-glyph-patch	base-compatible	镪	glyph patch 镪->鏹
鏬	U+93EC	F367	cjk	$3C6F	cjk-extension	extension-page	鏬	new/expanded DFS page
鏌	U+93CC	F368	cjk	$2B2A	base-t2s-ime-glyph-patch	base-compatible	镆	glyph patch 镆->鏌
鏙	U+93D9	F369	cjk	$3C70	cjk-extension	extension-page	鏙	new/expanded DFS page
鎩	U+93A9	F36A	cjk	$2AF1	base-t2s-ime-glyph-patch	base-compatible	铩	glyph patch 铩->鎩
鏦	U+93E6	F36B	cjk	$3C71	cjk-extension	extension-page	𫓩	new/expanded DFS page
鏊	U+93CA	F36C	cjk	$2E0B	base-exact	base-compatible	鏊	
鏔	U+93D4	F36D	cjk	$3C72	cjk-extension	extension-page	鏔	new/expanded DFS page
鏮	U+93EE	F36E	cjk	$3C73	cjk-extension	extension-page	鏮	new/expanded DFS page
鏣	U+93E3	F36F	cjk	$3C74	cjk-extension	extension-page	鏣	new/expanded DFS page
鏕	U+93D5	F370	cjk	$3C75	cjk-extension	extension-page	鏕	new/expanded DFS page
鏄	U+93C4	F371	cjk	$3C76	cjk-extension	extension-page	鏄	new/expanded DFS page
鏎	U+93CE	F372	cjk	$3C77	cjk-extension	extension-page	鏎	new/expanded DFS page
鏀	U+93C0	F373	cjk	$3C78	cjk-extension	extension-page	鏀	new/expanded DFS page
鏒	U+93D2	F374	cjk	$3C79	cjk-extension	extension-page	鏒	new/expanded DFS page
鏧	U+93E7	F375	cjk	$3C7A	cjk-extension	extension-page	鏧	new/expanded DFS page
镽	U+957D	F376	cjk	$3C7B	cjk-extension	extension-page	镽	new/expanded DFS page
闚	U+95DA	F377	cjk	$3C7C	cjk-extension	extension-page	闚	new/expanded DFS page
闛	U+95DB	F378	cjk	$3C7D	cjk-extension	extension-page	闛	new/expanded DFS page
雡	U+96E1	F379	cjk	$3C7E	cjk-extension	extension-page	雡	new/expanded DFS page
霩	U+9729	F37A	cjk	$3C7F	cjk-extension	extension-page	霩	new/expanded DFS page
霫	U+972B	F37B	cjk	$3C80	cjk-extension	extension-page	霫	new/expanded DFS page
霬	U+972C	F37C	cjk	$3C81	cjk-extension	extension-page	霬	new/expanded DFS page
霨	U+9728	F37D	cjk	$3C82	cjk-extension	extension-page	霨	new/expanded DFS page
霦	U+9726	F37E	cjk	$3C83	cjk-extension	extension-page	霦	new/expanded DFS page
鞳	U+97B3	F3A1	cjk	$3C84	cjk-extension	extension-page	鞳	new/expanded DFS page
鞷	U+97B7	F3A2	cjk	$3C85	cjk-extension	extension-page	鞷	new/expanded DFS page
鞶	U+97B6	F3A3	cjk	$3C86	cjk-extension	extension-page	鞶	new/expanded DFS page
韝	U+97DD	F3A4	cjk	$2E70	base-t2s-ime-glyph-patch	base-compatible	鞲	glyph patch 鞲->韝
韞	U+97DE	F3A5	cjk	$2825	base-t2s-ime-glyph-patch	base-compatible	韫	glyph patch 韫->韞
韟	U+97DF	F3A6	cjk	$3C87	cjk-extension	extension-page	韟	new/expanded DFS page
顜	U+985C	F3A7	cjk	$3C88	cjk-extension	extension-page	顜	new/expanded DFS page
顙	U+9859	F3A8	cjk	$2C3A	base-t2s-ime-glyph-patch	base-compatible	颡	glyph patch 颡->顙
顝	U+985D	F3A9	cjk	$3C89	cjk-extension	extension-page	顝	new/expanded DFS page
顗	U+9857	F3AA	cjk	$3C8A	cjk-extension	extension-page	𫖮	new/expanded DFS page
颿	U+98BF	F3AB	cjk	$3C8B	cjk-extension	extension-page	颿	new/expanded DFS page
颽	U+98BD	F3AC	cjk	$3C8C	cjk-extension	extension-page	颽	new/expanded DFS page
颻	U+98BB	F3AD	cjk	$3C8D	cjk-extension	extension-page	飖	new/expanded DFS page
颾	U+98BE	F3AE	cjk	$3C8E	cjk-extension	extension-page	𩙫	new/expanded DFS page
饈	U+9948	F3AF	cjk	$1DBE	base-t2s-ime-glyph-patch	base-compatible	馐	glyph patch 馐->饈
饇	U+9947	F3B0	cjk	$3C8F	cjk-extension	extension-page	饇	new/expanded DFS page
饃	U+9943	F3B1	cjk	$1DBD	base-t2s-ime-glyph-patch	base-compatible	馍	glyph patch 馍->饃
馦	U+99A6	F3B2	cjk	$3C90	cjk-extension	extension-page	馦	new/expanded DFS page
馧	U+99A7	F3B3	cjk	$3C91	cjk-extension	extension-page	馧	new/expanded DFS page
騚	U+9A1A	F3B4	cjk	$3C92	cjk-extension	extension-page	𩨊	new/expanded DFS page
騕	U+9A15	F3B5	cjk	$3C93	cjk-extension	extension-page	騕	new/expanded DFS page
騥	U+9A25	F3B6	cjk	$3C94	cjk-extension	extension-page	騥	new/expanded DFS page
騝	U+9A1D	F3B7	cjk	$3C95	cjk-extension	extension-page	𩨃	new/expanded DFS page
騤	U+9A24	F3B8	cjk	$3C96	cjk-extension	extension-page	骙	new/expanded DFS page
騛	U+9A1B	F3B9	cjk	$3C97	cjk-extension	extension-page	騛	new/expanded DFS page
騢	U+9A22	F3BA	cjk	$3C98	cjk-extension	extension-page	騢	new/expanded DFS page
騠	U+9A20	F3BB	cjk	$3C99	cjk-extension	extension-page	𫘨	new/expanded DFS page
騧	U+9A27	F3BC	cjk	$3C9A	cjk-extension	extension-page	䯄	new/expanded DFS page
騣	U+9A23	F3BD	cjk	$3C9B	cjk-extension	extension-page	騣	new/expanded DFS page
騞	U+9A1E	F3BE	cjk	$3C9C	cjk-extension	extension-page	𬴃	new/expanded DFS page
騜	U+9A1C	F3BF	cjk	$3C9D	cjk-extension	extension-page	𫘩	new/expanded DFS page
騔	U+9A14	F3C0	cjk	$3C9E	cjk-extension	extension-page	𩨀	new/expanded DFS page
髂	U+9AC2	F3C1	cjk	$2E7C	base-exact	base-compatible	髂	
鬋	U+9B0B	F3C2	cjk	$3C9F	cjk-extension	extension-page	鬋	new/expanded DFS page
鬊	U+9B0A	F3C3	cjk	$3CA0	cjk-extension	extension-page	鬊	new/expanded DFS page
鬎	U+9B0E	F3C4	cjk	$3CA1	cjk-extension	extension-page	鬎	new/expanded DFS page
鬌	U+9B0C	F3C5	cjk	$3CA2	cjk-extension	extension-page	鬌	new/expanded DFS page
鬷	U+9B37	F3C6	cjk	$3CA3	cjk-extension	extension-page	鬷	new/expanded DFS page
鯪	U+9BEA	F3C7	cjk	$2E30	base-t2s-ime-glyph-patch	base-compatible	鲮	glyph patch 鲮->鯪
鯫	U+9BEB	F3C8	cjk	$2E31	base-t2s-ime-glyph-patch	base-compatible	鲰	glyph patch 鲰->鯫
鯠	U+9BE0	F3C9	cjk	$3CA4	cjk-extension	extension-page	鯠	new/expanded DFS page
鯞	U+9BDE	F3CA	cjk	$3CA5	cjk-extension	extension-page	𫚡	new/expanded DFS page
鯤	U+9BE4	F3CB	cjk	$2E33	base-t2s-ime-glyph-patch	base-compatible	鲲	glyph patch 鲲->鯤
鯦	U+9BE6	F3CC	cjk	$3CA6	cjk-extension	extension-page	鯦	new/expanded DFS page
鯢	U+9BE2	F3CD	cjk	$2E36	base-t2s-ime-glyph-patch	base-compatible	鲵	glyph patch 鲵->鯢
鯰	U+9BF0	F3CE	cjk	$2E37	base-t2s-ime-glyph-patch	base-compatible	鲶	glyph patch 鲶->鯰
鯔	U+9BD4	F3CF	cjk	$2E3A	base-t2s-ime-glyph-patch	base-compatible	鲻	glyph patch 鲻->鯔
鯗	U+9BD7	F3D0	cjk	$2E23	base-t2s-ime-glyph-patch	base-compatible	鲞	glyph patch 鲞->鯗
鯬	U+9BEC	F3D1	cjk	$3CA7	cjk-extension	extension-page	𫚞	new/expanded DFS page
鯜	U+9BDC	F3D2	cjk	$3CA8	cjk-extension	extension-page	鯜	new/expanded DFS page
鯙	U+9BD9	F3D3	cjk	$3CA9	cjk-extension	extension-page	鯙	new/expanded DFS page
鯥	U+9BE5	F3D4	cjk	$3CAA	cjk-extension	extension-page	鯥	new/expanded DFS page
鯕	U+9BD5	F3D5	cjk	$3CAB	cjk-extension	extension-page	鲯	new/expanded DFS page
鯡	U+9BE1	F3D6	cjk	$2E32	base-t2s-ime-glyph-patch	base-compatible	鲱	glyph patch 鲱->鯡
鯚	U+9BDA	F3D7	cjk	$3CAC	cjk-extension	extension-page	鯚	new/expanded DFS page
鵷	U+9D77	F3D8	cjk	$3CAD	cjk-extension	extension-page	鹓	new/expanded DFS page
鶁	U+9D81	F3D9	cjk	$3CAE	cjk-extension	extension-page	鶁	new/expanded DFS page
鶊	U+9D8A	F3DA	cjk	$3CAF	cjk-extension	extension-page	鹒	new/expanded DFS page
鶄	U+9D84	F3DB	cjk	$3CB0	cjk-extension	extension-page	䴖	new/expanded DFS page
鶈	U+9D88	F3DC	cjk	$3CB1	cjk-extension	extension-page	鶈	new/expanded DFS page
鵱	U+9D71	F3DD	cjk	$3CB2	cjk-extension	extension-page	鵱	new/expanded DFS page
鶀	U+9D80	F3DE	cjk	$3CB3	cjk-extension	extension-page	鶀	new/expanded DFS page
鵸	U+9D78	F3DF	cjk	$3CB4	cjk-extension	extension-page	鵸	new/expanded DFS page
鶆	U+9D86	F3E0	cjk	$3CB5	cjk-extension	extension-page	鶆	new/expanded DFS page
鶋	U+9D8B	F3E1	cjk	$3CB6	cjk-extension	extension-page	鶋	new/expanded DFS page
鶌	U+9D8C	F3E2	cjk	$3CB7	cjk-extension	extension-page	𫛵	new/expanded DFS page
鵽	U+9D7D	F3E3	cjk	$3CB8	cjk-extension	extension-page	鵽	new/expanded DFS page
鵫	U+9D6B	F3E4	cjk	$3CB9	cjk-extension	extension-page	𫛱	new/expanded DFS page
鵴	U+9D74	F3E5	cjk	$3CBA	cjk-extension	extension-page	鵴	new/expanded DFS page
鵵	U+9D75	F3E6	cjk	$3CBB	cjk-extension	extension-page	鵵	new/expanded DFS page
鵰	U+9D70	F3E7	cjk	$3CBC	cjk-extension	extension-page	雕	new/expanded DFS page
鵩	U+9D69	F3E8	cjk	$3CBD	cjk-extension	extension-page	𫛳	new/expanded DFS page
鶅	U+9D85	F3E9	cjk	$3CBE	cjk-extension	extension-page	鶅	new/expanded DFS page
鵳	U+9D73	F3EA	cjk	$3CBF	cjk-extension	extension-page	鵳	new/expanded DFS page
鵻	U+9D7B	F3EB	cjk	$3CC0	cjk-extension	extension-page	鵻	new/expanded DFS page
鶂	U+9D82	F3EC	cjk	$3CC1	cjk-extension	extension-page	鶂	new/expanded DFS page
鵯	U+9D6F	F3ED	cjk	$2B93	base-t2s-ime-glyph-patch	base-compatible	鹎	glyph patch 鹎->鵯
鵹	U+9D79	F3EE	cjk	$3CC2	cjk-extension	extension-page	鵹	new/expanded DFS page
鵿	U+9D7F	F3EF	cjk	$3CC3	cjk-extension	extension-page	鵿	new/expanded DFS page
鶇	U+9D87	F3F0	cjk	$2B80	base-t2s-ime-glyph-patch	base-compatible	鸫	glyph patch 鸫->鶇
鵨	U+9D68	F3F1	cjk	$3CC4	cjk-extension	extension-page	鵨	new/expanded DFS page
麔	U+9E94	F3F2	cjk	$3CC5	cjk-extension	extension-page	麔	new/expanded DFS page
麑	U+9E91	F3F3	cjk	$3CC6	cjk-extension	extension-page	麑	new/expanded DFS page
黀	U+9EC0	F3F4	cjk	$3CC7	cjk-extension	extension-page	黀	new/expanded DFS page
黼	U+9EFC	F3F5	cjk	$2A7F	base-exact	base-compatible	黼	
鼭	U+9F2D	F3F6	cjk	$3CC8	cjk-extension	extension-page	鼭	new/expanded DFS page
齀	U+9F40	F3F7	cjk	$3CC9	cjk-extension	extension-page	齀	new/expanded DFS page
齁	U+9F41	F3F8	cjk	$3CCA	cjk-extension	extension-page	齁	new/expanded DFS page
齍	U+9F4D	F3F9	cjk	$3CCB	cjk-extension	extension-page	齍	new/expanded DFS page
齖	U+9F56	F3FA	cjk	$3CCC	cjk-extension	extension-page	齖	new/expanded DFS page
齗	U+9F57	F3FB	cjk	$3CCD	cjk-extension	extension-page	龂	new/expanded DFS page
齘	U+9F58	F3FC	cjk	$3CCE	cjk-extension	extension-page	𬹼	new/expanded DFS page
匷	U+5337	F3FD	cjk	$3CCF	cjk-extension	extension-page	匷	new/expanded DFS page
嚲	U+56B2	F3FE	cjk	$3CD0	cjk-extension	extension-page	亸	new/expanded DFS page
嚵	U+56B5	F440	cjk	$3CD1	cjk-extension	extension-page	嚵	new/expanded DFS page
嚳	U+56B3	F441	cjk	$1CD1	base-t2s-ime-glyph-patch	base-compatible	喾	glyph patch 喾->嚳
壣	U+58E3	F442	cjk	$3CD2	cjk-extension	extension-page	𪤚	new/expanded DFS page
孅	U+5B45	F443	cjk	$3CD3	cjk-extension	extension-page	孅	new/expanded DFS page
巆	U+5DC6	F444	cjk	$3CD4	cjk-extension	extension-page	巆	new/expanded DFS page
巇	U+5DC7	F445	cjk	$3CD5	cjk-extension	extension-page	巇	new/expanded DFS page
廮	U+5EEE	F446	cjk	$3CD6	cjk-extension	extension-page	廮	new/expanded DFS page
廯	U+5EEF	F447	cjk	$3CD7	cjk-extension	extension-page	廯	new/expanded DFS page
忀	U+5FC0	F448	cjk	$3CD8	cjk-extension	extension-page	忀	new/expanded DFS page
忁	U+5FC1	F449	cjk	$3CD9	cjk-extension	extension-page	忁	new/expanded DFS page
懹	U+61F9	F44A	cjk	$3CDA	cjk-extension	extension-page	懹	new/expanded DFS page
攗	U+6517	F44B	cjk	$3CDB	cjk-extension	extension-page	攗	new/expanded DFS page
攖	U+6516	F44C	cjk	$1C45	base-t2s-ime-glyph-patch	base-compatible	撄	glyph patch 撄->攖
攕	U+6515	F44D	cjk	$3CDC	cjk-extension	extension-page	攕	new/expanded DFS page
攓	U+6513	F44E	cjk	$3CDD	cjk-extension	extension-page	攓	new/expanded DFS page
旟	U+65DF	F44F	cjk	$3CDE	cjk-extension	extension-page	旟	new/expanded DFS page
曨	U+66E8	F450	cjk	$3CDF	cjk-extension	extension-page	昽	new/expanded DFS page
曣	U+66E3	F451	cjk	$3CE0	cjk-extension	extension-page	曣	new/expanded DFS page
曤	U+66E4	F452	cjk	$3CE1	cjk-extension	extension-page	曤	new/expanded DFS page
櫳	U+6AF3	F453	cjk	$283C	base-t2s-ime-glyph-patch	base-compatible	栊	glyph patch 栊->櫳
櫰	U+6AF0	F454	cjk	$3CE2	cjk-extension	extension-page	櫰	new/expanded DFS page
櫪	U+6AEA	F455	cjk	$282C	base-t2s-ime-glyph-patch	base-compatible	枥	glyph patch 枥->櫪
櫨	U+6AE8	F456	cjk	$2840	base-t2s-ime-glyph-patch	base-compatible	栌	glyph patch 栌->櫨
櫹	U+6AF9	F457	cjk	$3CE3	cjk-extension	extension-page	櫹	new/expanded DFS page
櫱	U+6AF1	F458	cjk	$1C05	base-t2s-ime-glyph-patch	base-compatible	蘖	glyph patch 蘖->櫱
櫮	U+6AEE	F459	cjk	$3CE4	cjk-extension	extension-page	櫮	new/expanded DFS page
櫯	U+6AEF	F45A	cjk	$3CE5	cjk-extension	extension-page	櫯	new/expanded DFS page
瀼	U+703C	F45B	cjk	$3CE6	cjk-extension	extension-page	瀼	new/expanded DFS page
瀵	U+7035	F45C	cjk	$1EDB	base-exact	base-compatible	瀵	
瀯	U+702F	F45D	cjk	$3CE7	cjk-extension	extension-page	瀯	new/expanded DFS page
瀷	U+7037	F45E	cjk	$3CE8	cjk-extension	extension-page	瀷	new/expanded DFS page
瀴	U+7034	F45F	cjk	$3CE9	cjk-extension	extension-page	瀴	new/expanded DFS page
瀱	U+7031	F460	cjk	$3CEA	cjk-extension	extension-page	瀱	new/expanded DFS page
灂	U+7042	F461	cjk	$3CEB	cjk-extension	extension-page	灂	new/expanded DFS page
瀸	U+7038	F462	cjk	$3CEC	cjk-extension	extension-page	瀸	new/expanded DFS page
瀿	U+703F	F463	cjk	$3CED	cjk-extension	extension-page	瀿	new/expanded DFS page
瀺	U+703A	F464	cjk	$3CEE	cjk-extension	extension-page	瀺	new/expanded DFS page
瀹	U+7039	F465	cjk	$1EDA	base-exact	base-compatible	瀹	
灀	U+7040	F466	cjk	$3CEF	cjk-extension	extension-page	灀	new/expanded DFS page
瀻	U+703B	F467	cjk	$3CF0	cjk-extension	extension-page	瀻	new/expanded DFS page
瀳	U+7033	F468	cjk	$3CF1	cjk-extension	extension-page	瀳	new/expanded DFS page
灁	U+7041	F469	cjk	$3CF2	cjk-extension	extension-page	灁	new/expanded DFS page
爓	U+7213	F46A	cjk	$3CF3	cjk-extension	extension-page	爓	new/expanded DFS page
爔	U+7214	F46B	cjk	$3CF4	cjk-extension	extension-page	爔	new/expanded DFS page
犨	U+72A8	F46C	cjk	$3CF5	cjk-extension	extension-page	犨	new/expanded DFS page
獽	U+737D	F46D	cjk	$3CF6	cjk-extension	extension-page	獽	new/expanded DFS page
獼	U+737C	F46E	cjk	$1D9C	base-t2s-ime-glyph-patch	base-compatible	猕	glyph patch 猕->獼
璺	U+74BA	F46F	cjk	$2823	base-exact	base-compatible	璺	
皫	U+76AB	F470	cjk	$3CF7	cjk-extension	extension-page	皫	new/expanded DFS page
皪	U+76AA	F471	cjk	$3CF8	cjk-extension	extension-page	皪	new/expanded DFS page
皾	U+76BE	F472	cjk	$3CF9	cjk-extension	extension-page	皾	new/expanded DFS page
盭	U+76ED	F473	cjk	$3CFA	cjk-extension	extension-page	盭	new/expanded DFS page
矌	U+77CC	F474	cjk	$3CFB	cjk-extension	extension-page	矌	new/expanded DFS page
矎	U+77CE	F475	cjk	$3CFC	cjk-extension	extension-page	矎	new/expanded DFS page
矏	U+77CF	F476	cjk	$3D01	cjk-extension	extension-page	矏	new/expanded DFS page
矍	U+77CD	F477	cjk	$1ACF	base-exact	base-compatible	矍	
矲	U+77F2	F478	cjk	$3D02	cjk-extension	extension-page	矲	new/expanded DFS page
礥	U+7925	F479	cjk	$3D03	cjk-extension	extension-page	礥	new/expanded DFS page
礣	U+7923	F47A	cjk	$3D04	cjk-extension	extension-page	礣	new/expanded DFS page
礧	U+7927	F47B	cjk	$3D05	cjk-extension	extension-page	礧	new/expanded DFS page
礨	U+7928	F47C	cjk	$3D06	cjk-extension	extension-page	礨	new/expanded DFS page
礤	U+7924	F47D	cjk	$2A79	base-exact	base-compatible	礤	
礩	U+7929	F47E	cjk	$3D07	cjk-extension	extension-page	礩	new/expanded DFS page
禲	U+79B2	F4A1	cjk	$3D08	cjk-extension	extension-page	禲	new/expanded DFS page
穮	U+7A6E	F4A2	cjk	$3D09	cjk-extension	extension-page	穮	new/expanded DFS page
穬	U+7A6C	F4A3	cjk	$3D0A	cjk-extension	extension-page	穬	new/expanded DFS page
穭	U+7A6D	F4A4	cjk	$3D0B	cjk-extension	extension-page	穞	new/expanded DFS page
竷	U+7AF7	F4A5	cjk	$3D0C	cjk-extension	extension-page	竷	new/expanded DFS page
籉	U+7C49	F4A6	cjk	$3D0D	cjk-extension	extension-page	籉	new/expanded DFS page
籈	U+7C48	F4A7	cjk	$3D0E	cjk-extension	extension-page	籈	new/expanded DFS page
籊	U+7C4A	F4A8	cjk	$3D0F	cjk-extension	extension-page	籊	new/expanded DFS page
籇	U+7C47	F4A9	cjk	$3D10	cjk-extension	extension-page	籇	new/expanded DFS page
籅	U+7C45	F4AA	cjk	$3D11	cjk-extension	extension-page	𥫣	new/expanded DFS page
糮	U+7CEE	F4AB	cjk	$3D12	cjk-extension	extension-page	糮	new/expanded DFS page
繻	U+7E7B	F4AC	cjk	$3D13	cjk-extension	extension-page	𦈡	new/expanded DFS page
繾	U+7E7E	F4AD	cjk	$1FDD	base-t2s-ime-glyph-patch	base-compatible	缱	glyph patch 缱->繾
纁	U+7E81	F4AE	cjk	$3D17	cjk-extension	extension-page	𫄸	new/expanded DFS page
纀	U+7E80	F4AF	cjk	$3D18	cjk-extension	extension-page	纀	new/expanded DFS page
羺	U+7FBA	F4B0	cjk	$3D19	cjk-extension	extension-page	羺	new/expanded DFS page
翿	U+7FFF	F4B1	cjk	$3D1A	cjk-extension	extension-page	翿	new/expanded DFS page
聹	U+8079	F4B2	cjk	$2C29	base-t2s-ime-glyph-patch	base-compatible	聍	glyph patch 聍->聹
臛	U+81DB	F4B3	cjk	$3D1B	cjk-extension	extension-page	臛	new/expanded DFS page
臙	U+81D9	F4B4	cjk	$3D1C	cjk-extension	extension-page	臙	new/expanded DFS page
舋	U+820B	F4B5	cjk	$3D1D	cjk-extension	extension-page	舋	new/expanded DFS page
艨	U+8268	F4B6	cjk	$2D29	base-exact	base-compatible	艨	
艩	U+8269	F4B7	cjk	$3D1E	cjk-extension	extension-page	艩	new/expanded DFS page
蘢	U+8622	F4B8	cjk	$1B46	base-t2s-ime-glyph-patch	base-compatible	茏	glyph patch 茏->蘢
藿	U+85FF	F4B9	cjk	$1C01	base-exact	base-compatible	藿	
蘁	U+8601	F4BA	cjk	$3D1F	cjk-extension	extension-page	蘁	new/expanded DFS page
藾	U+85FE	F4BB	cjk	$3D20	cjk-extension	extension-page	藾	new/expanded DFS page
蘛	U+861B	F4BC	cjk	$3D21	cjk-extension	extension-page	蘛	new/expanded DFS page
蘀	U+8600	F4BD	cjk	$3D23	cjk-extension	extension-page	萚	new/expanded DFS page
藶	U+85F6	F4BE	cjk	$1B30	base-t2s-ime-glyph-patch	base-compatible	苈	glyph patch 苈->藶
蘄	U+8604	F4BF	cjk	$1BED	base-t2s-ime-glyph-patch	base-compatible	蕲	glyph patch 蕲->蘄
蘉	U+8609	F4C0	cjk	$3D24	cjk-extension	extension-page	蘉	new/expanded DFS page
蘅	U+8605	F4C1	cjk	$1C03	base-exact	base-compatible	蘅	
蘌	U+860C	F4C2	cjk	$3D25	cjk-extension	extension-page	蘌	new/expanded DFS page
藽	U+85FD	F4C3	cjk	$3D26	cjk-extension	extension-page	藽	new/expanded DFS page
蠙	U+8819	F4C4	cjk	$3D27	cjk-extension	extension-page	𧏖	new/expanded DFS page
蠐	U+8810	F4C5	cjk	$2C79	base-t2s-ime-glyph-patch	base-compatible	蛴	glyph patch 蛴->蠐
蠑	U+8811	F4C6	cjk	$2C94	base-t2s-ime-glyph-patch	base-compatible	蝾	glyph patch 蝾->蠑
蠗	U+8817	F4C7	cjk	$3D28	cjk-extension	extension-page	蠗	new/expanded DFS page
蠓	U+8813	F4C8	cjk	$2CBB	base-exact	base-compatible	蠓	
蠖	U+8816	F4C9	cjk	$2CBA	base-exact	base-compatible	蠖	
襣	U+8963	F4CA	cjk	$3D29	cjk-extension	extension-page	襣	new/expanded DFS page
襦	U+8966	F4CB	cjk	$2C0E	base-exact	base-compatible	襦	
覹	U+89B9	F4CC	cjk	$3D2A	cjk-extension	extension-page	𫌭	new/expanded DFS page
觷	U+89F7	F4CD	cjk	$3D2B	cjk-extension	extension-page	觷	new/expanded DFS page
譠	U+8B60	F4CE	cjk	$3D2C	cjk-extension	extension-page	譠	new/expanded DFS page
譪	U+8B6A	F4CF	cjk	$3D2D	cjk-extension	extension-page	譪	new/expanded DFS page
譝	U+8B5D	F4D0	cjk	$3D2E	cjk-extension	extension-page	譝	new/expanded DFS page
譨	U+8B68	F4D1	cjk	$3D2F	cjk-extension	extension-page	𫍦	new/expanded DFS page
譣	U+8B63	F4D2	cjk	$3D30	cjk-extension	extension-page	譣	new/expanded DFS page
譥	U+8B65	F4D3	cjk	$3D31	cjk-extension	extension-page	譥	new/expanded DFS page
譧	U+8B67	F4D4	cjk	$3D32	cjk-extension	extension-page	譧	new/expanded DFS page
譭	U+8B6D	F4D5	cjk	$3D33	cjk-extension	extension-page	毁	new/expanded DFS page
趮	U+8DAE	F4D6	cjk	$3D34	cjk-extension	extension-page	趮	new/expanded DFS page
躆	U+8E86	F4D7	cjk	$3D35	cjk-extension	extension-page	躆	new/expanded DFS page
躈	U+8E88	F4D8	cjk	$3D36	cjk-extension	extension-page	躈	new/expanded DFS page
躄	U+8E84	F4D9	cjk	$3D37	cjk-extension	extension-page	躄	new/expanded DFS page
轙	U+8F59	F4DA	cjk	$3D38	cjk-extension	extension-page	轙	new/expanded DFS page
轖	U+8F56	F4DB	cjk	$3D39	cjk-extension	extension-page	轖	new/expanded DFS page
轗	U+8F57	F4DC	cjk	$3D3A	cjk-extension	extension-page	𫐘	new/expanded DFS page
轕	U+8F55	F4DD	cjk	$3D3B	cjk-extension	extension-page	轕	new/expanded DFS page
轘	U+8F58	F4DE	cjk	$3D3C	cjk-extension	extension-page	轘	new/expanded DFS page
轚	U+8F5A	F4DF	cjk	$3D3D	cjk-extension	extension-page	轚	new/expanded DFS page
邍	U+908D	F4E0	cjk	$3D3E	cjk-extension	extension-page	邍	new/expanded DFS page
酃	U+9143	F4E1	cjk	$1AC1	base-exact	base-compatible	酃	
酁	U+9141	F4E2	cjk	$3D40	cjk-extension	extension-page	酁	new/expanded DFS page
醷	U+91B7	F4E3	cjk	$3D41	cjk-extension	extension-page	醷	new/expanded DFS page
醵	U+91B5	F4E4	cjk	$2D94	base-exact	base-compatible	醵	
醲	U+91B2	F4E5	cjk	$3D42	cjk-extension	extension-page	𬪩	new/expanded DFS page
醳	U+91B3	F4E6	cjk	$3D43	cjk-extension	extension-page	醳	new/expanded DFS page
鐋	U+940B	F4E7	cjk	$2AF6	base-t2s-ime-glyph-patch	base-compatible	铴	glyph patch 铴->鐋
鐓	U+9413	F4E8	cjk	$2B3E	base-t2s-ime-glyph-patch	base-compatible	镦	glyph patch 镦->鐓
鏻	U+93FB	F4E9	cjk	$3D44	cjk-extension	extension-page	𬭸	new/expanded DFS page
鐠	U+9420	F4EA	cjk	$2B41	base-t2s-ime-glyph-patch	base-compatible	镨	glyph patch 镨->鐠
鐏	U+940F	F4EB	cjk	$3D45	cjk-extension	extension-page	𨱔	new/expanded DFS page
