ext_index	char	unicode	big5	category	t2s	dfs_code	page	low	slot_source	compat_class	note
829	岯	U+5CAF	CC5F	cjk	岯	$17B2	$17	$B2	extension-page	cjk-extension	new/expanded DFS page
830	岨	U+5CA8	CC60	cjk	岨	$17B3	$17	$B3	extension-page	cjk-extension	new/expanded DFS page
831	岟	U+5C9F	CC62	cjk	岟	$17B4	$17	$B4	extension-page	cjk-extension	new/expanded DFS page
832	岪	U+5CAA	CC66	cjk	岪	$17B5	$17	$B5	extension-page	cjk-extension	new/expanded DFS page
833	岧	U+5CA7	CC67	cjk	岧	$17B6	$17	$B6	extension-page	cjk-extension	new/expanded DFS page
834	岝	U+5C9D	CC68	cjk	岝	$17B7	$17	$B7	extension-page	cjk-extension	new/expanded DFS page
835	岥	U+5CA5	CC69	cjk	岥	$17B8	$17	$B8	extension-page	cjk-extension	new/expanded DFS page
836	岶	U+5CB6	CC6A	cjk	岶	$17B9	$17	$B9	extension-page	cjk-extension	new/expanded DFS page
837	岰	U+5CB0	CC6B	cjk	岰	$17BA	$17	$BA	extension-page	cjk-extension	new/expanded DFS page
838	岦	U+5CA6	CC6C	cjk	岦	$17BB	$17	$BB	extension-page	cjk-extension	new/expanded DFS page
839	帗	U+5E17	CC6D	cjk	帗	$17BC	$17	$BC	extension-page	cjk-extension	new/expanded DFS page
840	弨	U+5F28	CC70	cjk	弨	$17BD	$17	$BD	extension-page	cjk-extension	new/expanded DFS page
841	弢	U+5F22	CC71	cjk	弢	$17BE	$17	$BE	extension-page	cjk-extension	new/expanded DFS page
842	弣	U+5F23	CC72	cjk	弣	$17BF	$17	$BF	extension-page	cjk-extension	new/expanded DFS page
843	弤	U+5F24	CC73	cjk	弤	$17C0	$17	$C0	extension-page	cjk-extension	new/expanded DFS page
844	彔	U+5F54	CC74	cjk	录	$17C1	$17	$C1	extension-page	cjk-extension	new/expanded DFS page
845	彾	U+5F7E	CC76	cjk	彾	$17C2	$17	$C2	extension-page	cjk-extension	new/expanded DFS page
846	彽	U+5F7D	CC77	cjk	彽	$17C3	$17	$C3	extension-page	cjk-extension	new/expanded DFS page
847	忞	U+5FDE	CC78	cjk	忞	$17C4	$17	$C4	extension-page	cjk-extension	new/expanded DFS page
848	忥	U+5FE5	CC79	cjk	忥	$17C5	$17	$C5	extension-page	cjk-extension	new/expanded DFS page
849	怭	U+602D	CC7A	cjk	怭	$17C6	$17	$C6	extension-page	cjk-extension	new/expanded DFS page
850	怲	U+6032	CC7D	cjk	怲	$17C7	$17	$C7	extension-page	cjk-extension	new/expanded DFS page
851	怋	U+600B	CC7E	cjk	怋	$17C8	$17	$C8	extension-page	cjk-extension	new/expanded DFS page
852	怴	U+6034	CCA1	cjk	怴	$17C9	$17	$C9	extension-page	cjk-extension	new/expanded DFS page
853	怗	U+6017	CCA3	cjk	怗	$17CA	$17	$CA	extension-page	cjk-extension	new/expanded DFS page
854	怳	U+6033	CCA4	cjk	怳	$17CB	$17	$CB	extension-page	cjk-extension	new/expanded DFS page
855	怚	U+601A	CCA5	cjk	怚	$17CC	$17	$CC	extension-page	cjk-extension	new/expanded DFS page
856	怞	U+601E	CCA6	cjk	怞	$17CD	$17	$CD	extension-page	cjk-extension	new/expanded DFS page
857	怬	U+602C	CCA7	cjk	怬	$17CE	$17	$CE	extension-page	cjk-extension	new/expanded DFS page
858	怢	U+6022	CCA8	cjk	怢	$17CF	$17	$CF	extension-page	cjk-extension	new/expanded DFS page
859	怐	U+6010	CCAA	cjk	怐	$17D0	$17	$D0	extension-page	cjk-extension	new/expanded DFS page
860	怮	U+602E	CCAB	cjk	怮	$17D1	$17	$D1	extension-page	cjk-extension	new/expanded DFS page
861	怓	U+6013	CCAC	cjk	怓	$17D2	$17	$D2	extension-page	cjk-extension	new/expanded DFS page
862	怑	U+6011	CCAD	cjk	怑	$17D3	$17	$D3	extension-page	cjk-extension	new/expanded DFS page
863	怌	U+600C	CCAE	cjk	怌	$17D4	$17	$D4	extension-page	cjk-extension	new/expanded DFS page
864	怉	U+6009	CCAF	cjk	怉	$17D5	$17	$D5	extension-page	cjk-extension	new/expanded DFS page
865	抭	U+62AD	CCB3	cjk	抭	$17D6	$17	$D6	extension-page	cjk-extension	new/expanded DFS page
866	抴	U+62B4	CCB4	cjk	抴	$17D7	$17	$D7	extension-page	cjk-extension	new/expanded DFS page
867	拑	U+62D1	CCB5	cjk	拑	$17D8	$17	$D8	extension-page	cjk-extension	new/expanded DFS page
868	抾	U+62BE	CCB6	cjk	抾	$17D9	$17	$D9	extension-page	cjk-extension	new/expanded DFS page
869	抪	U+62AA	CCB7	cjk	抪	$17DA	$17	$DA	extension-page	cjk-extension	new/expanded DFS page
870	抶	U+62B6	CCB8	cjk	抶	$17DB	$17	$DB	extension-page	cjk-extension	new/expanded DFS page
871	抮	U+62AE	CCBA	cjk	抮	$17DC	$17	$DC	extension-page	cjk-extension	new/expanded DFS page
872	抳	U+62B3	CCBB	cjk	抳	$17DD	$17	$DD	extension-page	cjk-extension	new/expanded DFS page
873	抯	U+62AF	CCBC	cjk	抯	$17DE	$17	$DE	extension-page	cjk-extension	new/expanded DFS page
874	抩	U+62A9	CCBE	cjk	抩	$17DF	$17	$DF	extension-page	cjk-extension	new/expanded DFS page
875	抰	U+62B0	CCBF	cjk	抰	$17E0	$17	$E0	extension-page	cjk-extension	new/expanded DFS page
876	抸	U+62B8	CCC0	cjk	抸	$17E1	$17	$E1	extension-page	cjk-extension	new/expanded DFS page
877	攽	U+653D	CCC1	cjk	攽	$17E2	$17	$E2	extension-page	cjk-extension	new/expanded DFS page
878	斨	U+65A8	CCC2	cjk	斨	$17E3	$17	$E3	extension-page	cjk-extension	new/expanded DFS page
879	斻	U+65BB	CCC3	cjk	斻	$17E4	$17	$E4	extension-page	cjk-extension	new/expanded DFS page
880	昉	U+6609	CCC4	cjk	昉	$17E5	$17	$E5	extension-page	cjk-extension	new/expanded DFS page
881	旼	U+65FC	CCC5	cjk	旼	$17E6	$17	$E6	extension-page	cjk-extension	new/expanded DFS page
882	昄	U+6604	CCC6	cjk	昄	$17E7	$17	$E7	extension-page	cjk-extension	new/expanded DFS page
883	昒	U+6612	CCC7	cjk	昒	$17E8	$17	$E8	extension-page	cjk-extension	new/expanded DFS page
884	昈	U+6608	CCC8	cjk	昈	$17E9	$17	$E9	extension-page	cjk-extension	new/expanded DFS page
885	旻	U+65FB	CCC9	cjk	旻	$17EA	$17	$EA	extension-page	cjk-extension	new/expanded DFS page
886	昋	U+660B	CCCB	cjk	昋	$17EB	$17	$EB	extension-page	cjk-extension	new/expanded DFS page
887	昍	U+660D	CCCC	cjk	昍	$17EC	$17	$EC	extension-page	cjk-extension	new/expanded DFS page
888	昅	U+6605	CCCD	cjk	昅	$17ED	$17	$ED	extension-page	cjk-extension	new/expanded DFS page
889	旽	U+65FD	CCCE	cjk	旽	$17EE	$17	$EE	extension-page	cjk-extension	new/expanded DFS page
890	昑	U+6611	CCCF	cjk	昑	$17EF	$17	$EF	extension-page	cjk-extension	new/expanded DFS page
891	昐	U+6610	CCD0	cjk	昐	$17F0	$17	$F0	extension-page	cjk-extension	new/expanded DFS page
892	曶	U+66F6	CCD1	cjk	曶	$17F1	$17	$F1	extension-page	cjk-extension	new/expanded DFS page
893	枅	U+6785	CCD3	cjk	枅	$17F2	$17	$F2	extension-page	cjk-extension	new/expanded DFS page
894	杬	U+676C	CCD4	cjk	杬	$17F3	$17	$F3	extension-page	cjk-extension	new/expanded DFS page
895	枎	U+678E	CCD5	cjk	枎	$17F4	$17	$F4	extension-page	cjk-extension	new/expanded DFS page
896	枒	U+6792	CCD6	cjk	枒	$17F5	$17	$F5	extension-page	cjk-extension	new/expanded DFS page
897	杶	U+6776	CCD7	cjk	杶	$17F6	$17	$F6	extension-page	cjk-extension	new/expanded DFS page
898	杻	U+677B	CCD8	cjk	杻	$17F7	$17	$F7	extension-page	cjk-extension	new/expanded DFS page
899	枆	U+6786	CCDA	cjk	枆	$17F8	$17	$F8	extension-page	cjk-extension	new/expanded DFS page
900	杴	U+6774	CCDC	cjk	杴	$17F9	$17	$F9	extension-page	cjk-extension	new/expanded DFS page
901	枍	U+678D	CCDD	cjk	枍	$17FA	$17	$FA	extension-page	cjk-extension	new/expanded DFS page
902	枌	U+678C	CCDE	cjk	枌	$17FB	$17	$FB	extension-page	cjk-extension	new/expanded DFS page
903	杺	U+677A	CCDF	cjk	杺	$17FC	$17	$FC	extension-page	cjk-extension	new/expanded DFS page
904	枟	U+679F	CCE0	cjk	枟	$2001	$20	$01	extension-page	cjk-extension	new/expanded DFS page
905	枑	U+6791	CCE1	cjk	枑	$2002	$20	$02	extension-page	cjk-extension	new/expanded DFS page
906	枙	U+6799	CCE2	cjk	枙	$2003	$20	$03	extension-page	cjk-extension	new/expanded DFS page
907	枃	U+6783	CCE3	cjk	枃	$2004	$20	$04	extension-page	cjk-extension	new/expanded DFS page
908	杽	U+677D	CCE4	cjk	杽	$2005	$20	$05	extension-page	cjk-extension	new/expanded DFS page
909	杸	U+6778	CCE6	cjk	杸	$2006	$20	$06	extension-page	cjk-extension	new/expanded DFS page
910	杹	U+6779	CCE7	cjk	杹	$2007	$20	$07	extension-page	cjk-extension	new/expanded DFS page
911	枔	U+6794	CCE8	cjk	枔	$2008	$20	$08	extension-page	cjk-extension	new/expanded DFS page
912	欥	U+6B25	CCE9	cjk	欥	$2009	$20	$09	extension-page	cjk-extension	new/expanded DFS page
913	殀	U+6B80	CCEA	cjk	殀	$200A	$20	$0A	extension-page	cjk-extension	new/expanded DFS page
914	歾	U+6B7E	CCEB	cjk	歾	$200B	$20	$0B	extension-page	cjk-extension	new/expanded DFS page
915	毞	U+6BDE	CCEC	cjk	毞	$200C	$20	$0C	extension-page	cjk-extension	new/expanded DFS page
916	氝	U+6C1D	CCED	cjk	氝	$200D	$20	$0D	extension-page	cjk-extension	new/expanded DFS page
917	泬	U+6CEC	CCEF	cjk	泬	$200E	$20	$0E	extension-page	cjk-extension	new/expanded DFS page
918	泙	U+6CD9	CCF2	cjk	泙	$200F	$20	$0F	extension-page	cjk-extension	new/expanded DFS page
919	沶	U+6CB6	CCF3	cjk	沶	$2010	$20	$10	extension-page	cjk-extension	new/expanded DFS page
920	泧	U+6CE7	CCF6	cjk	泧	$2011	$20	$11	extension-page	cjk-extension	new/expanded DFS page
921	沷	U+6CB7	CCF7	cjk	沷	$2012	$20	$12	extension-page	cjk-extension	new/expanded DFS page
922	泂	U+6CC2	CCF9	cjk	泂	$2013	$20	$13	extension-page	cjk-extension	new/expanded DFS page
923	沺	U+6CBA	CCFA	cjk	沺	$2017	$20	$17	extension-page	cjk-extension	new/expanded DFS page
924	泃	U+6CC3	CCFB	cjk	泃	$2018	$20	$18	extension-page	cjk-extension	new/expanded DFS page
925	泆	U+6CC6	CCFC	cjk	泆	$2019	$20	$19	extension-page	cjk-extension	new/expanded DFS page
926	泭	U+6CED	CCFD	cjk	泭	$201A	$20	$1A	extension-page	cjk-extension	new/expanded DFS page
927	泲	U+6CF2	CCFE	cjk	泲	$201B	$20	$1B	extension-page	cjk-extension	new/expanded DFS page
928	泒	U+6CD2	CD40	cjk	泒	$201C	$20	$1C	extension-page	cjk-extension	new/expanded DFS page
929	泝	U+6CDD	CD41	cjk	溯	$201D	$20	$1D	extension-page	cjk-extension	new/expanded DFS page
930	沴	U+6CB4	CD42	cjk	沴	$201E	$20	$1E	extension-page	cjk-extension	new/expanded DFS page
931	沊	U+6C8A	CD43	cjk	沊	$201F	$20	$1F	extension-page	cjk-extension	new/expanded DFS page
932	沝	U+6C9D	CD44	cjk	沝	$2020	$20	$20	extension-page	cjk-extension	new/expanded DFS page
933	沀	U+6C80	CD45	cjk	沀	$2021	$20	$21	extension-page	cjk-extension	new/expanded DFS page
934	泀	U+6CC0	CD47	cjk	泀	$2023	$20	$23	extension-page	cjk-extension	new/expanded DFS page
935	洰	U+6D30	CD48	cjk	洰	$2024	$20	$24	extension-page	cjk-extension	new/expanded DFS page
936	泍	U+6CCD	CD49	cjk	泍	$2025	$20	$25	extension-page	cjk-extension	new/expanded DFS page
937	泇	U+6CC7	CD4A	cjk	泇	$2026	$20	$26	extension-page	cjk-extension	new/expanded DFS page
938	沰	U+6CB0	CD4B	cjk	沰	$2027	$20	$27	extension-page	cjk-extension	new/expanded DFS page
939	泹	U+6CF9	CD4C	cjk	泹	$2028	$20	$28	extension-page	cjk-extension	new/expanded DFS page
940	泏	U+6CCF	CD4D	cjk	泏	$2029	$20	$29	extension-page	cjk-extension	new/expanded DFS page
941	泩	U+6CE9	CD4E	cjk	泩	$202A	$20	$2A	extension-page	cjk-extension	new/expanded DFS page
942	泑	U+6CD1	CD4F	cjk	泑	$202B	$20	$2B	extension-page	cjk-extension	new/expanded DFS page
943	炘	U+7098	CD51	cjk	炘	$202C	$20	$2C	extension-page	cjk-extension	new/expanded DFS page
944	炓	U+7093	CD53	cjk	炓	$202D	$20	$2D	extension-page	cjk-extension	new/expanded DFS page
945	炆	U+7086	CD54	cjk	炆	$202E	$20	$2E	extension-page	cjk-extension	new/expanded DFS page
946	炄	U+7084	CD55	cjk	炄	$202F	$20	$2F	extension-page	cjk-extension	new/expanded DFS page
947	炑	U+7091	CD56	cjk	炑	$2030	$20	$30	extension-page	cjk-extension	new/expanded DFS page
948	炂	U+7082	CD58	cjk	炂	$2031	$20	$31	extension-page	cjk-extension	new/expanded DFS page
949	炚	U+709A	CD59	cjk	炚	$2032	$20	$32	extension-page	cjk-extension	new/expanded DFS page
950	炃	U+7083	CD5A	cjk	炃	$2033	$20	$33	extension-page	cjk-extension	new/expanded DFS page
951	牪	U+726A	CD5B	cjk	牪	$2034	$20	$34	extension-page	cjk-extension	new/expanded DFS page
952	狖	U+72D6	CD5C	cjk	狖	$2035	$20	$35	extension-page	cjk-extension	new/expanded DFS page
953	狋	U+72CB	CD5D	cjk	狋	$2036	$20	$36	extension-page	cjk-extension	new/expanded DFS page
954	狘	U+72D8	CD5E	cjk	狘	$2037	$20	$37	extension-page	cjk-extension	new/expanded DFS page
955	狉	U+72C9	CD5F	cjk	狉	$2038	$20	$38	extension-page	cjk-extension	new/expanded DFS page
956	狜	U+72DC	CD60	cjk	狜	$2039	$20	$39	extension-page	cjk-extension	new/expanded DFS page
957	狔	U+72D4	CD62	cjk	狔	$203A	$20	$3A	extension-page	cjk-extension	new/expanded DFS page
958	狚	U+72DA	CD63	cjk	狚	$203B	$20	$3B	extension-page	cjk-extension	new/expanded DFS page
959	狌	U+72CC	CD64	cjk	狌	$203C	$20	$3C	extension-page	cjk-extension	new/expanded DFS page
960	狑	U+72D1	CD65	cjk	狑	$203D	$20	$3D	extension-page	cjk-extension	new/expanded DFS page
961	玤	U+73A4	CD66	cjk	玤	$203E	$20	$3E	extension-page	cjk-extension	new/expanded DFS page
962	玡	U+73A1	CD67	cjk	玡	$2040	$20	$40	extension-page	cjk-extension	new/expanded DFS page
963	玭	U+73AD	CD68	cjk	玭	$2041	$20	$41	extension-page	cjk-extension	new/expanded DFS page
964	玦	U+73A6	CD69	cjk	玦	$2042	$20	$42	extension-page	cjk-extension	new/expanded DFS page
965	玠	U+73A0	CD6B	cjk	玠	$2043	$20	$43	extension-page	cjk-extension	new/expanded DFS page
966	玬	U+73AC	CD6C	cjk	玬	$2044	$20	$44	extension-page	cjk-extension	new/expanded DFS page
967	玝	U+739D	CD6D	cjk	玝	$2045	$20	$45	extension-page	cjk-extension	new/expanded DFS page
968	瓝	U+74DD	CD6E	cjk	瓝	$2046	$20	$46	extension-page	cjk-extension	new/expanded DFS page
969	瓨	U+74E8	CD6F	cjk	瓨	$2047	$20	$47	extension-page	cjk-extension	new/expanded DFS page
970	甿	U+753F	CD70	cjk	甿	$2048	$20	$48	extension-page	cjk-extension	new/expanded DFS page
971	疌	U+758C	CD73	cjk	疌	$2049	$20	$49	extension-page	cjk-extension	new/expanded DFS page
972	疘	U+7598	CD74	cjk	疘	$204A	$20	$4A	extension-page	cjk-extension	new/expanded DFS page
973	皯	U+76AF	CD75	cjk	皯	$2060	$20	$60	extension-page	cjk-extension	new/expanded DFS page
974	盳	U+76F3	CD76	cjk	盳	$2061	$20	$61	extension-page	cjk-extension	new/expanded DFS page
975	盰	U+76F0	CD78	cjk	盰	$2062	$20	$62	extension-page	cjk-extension	new/expanded DFS page
976	盵	U+76F5	CD79	cjk	盵	$2063	$20	$63	extension-page	cjk-extension	new/expanded DFS page
977	矼	U+77FC	CD7B	cjk	矼	$2064	$20	$64	extension-page	cjk-extension	new/expanded DFS page
978	矹	U+77F9	CD7C	cjk	矹	$2065	$20	$65	extension-page	cjk-extension	new/expanded DFS page
979	矻	U+77FB	CD7D	cjk	矻	$2066	$20	$66	extension-page	cjk-extension	new/expanded DFS page
980	矺	U+77FA	CD7E	cjk	矺	$2067	$20	$67	extension-page	cjk-extension	new/expanded DFS page
981	矷	U+77F7	CDA1	cjk	矷	$2068	$20	$68	extension-page	cjk-extension	new/expanded DFS page
982	祂	U+7942	CDA2	cjk	祂	$2069	$20	$69	extension-page	cjk-extension	new/expanded DFS page
983	礿	U+793F	CDA3	cjk	礿	$206A	$20	$6A	extension-page	cjk-extension	new/expanded DFS page
984	秅	U+79C5	CDA4	cjk	秅	$206B	$20	$6B	extension-page	cjk-extension	new/expanded DFS page
985	穻	U+7A7B	CDA6	cjk	穻	$206C	$20	$6C	extension-page	cjk-extension	new/expanded DFS page
986	竻	U+7AFB	CDA7	cjk	竻	$206D	$20	$6D	extension-page	cjk-extension	new/expanded DFS page
987	籵	U+7C75	CDA8	cjk	籵	$206E	$20	$6E	extension-page	cjk-extension	new/expanded DFS page
988	糽	U+7CFD	CDA9	cjk	糽	$206F	$20	$6F	extension-page	cjk-extension	new/expanded DFS page
989	肏	U+808F	CDAB	cjk	肏	$2070	$20	$70	extension-page	cjk-extension	new/expanded DFS page
990	肣	U+80A3	CDAD	cjk	肣	$2071	$20	$71	extension-page	cjk-extension	new/expanded DFS page
991	肸	U+80B8	CDAE	cjk	肸	$2072	$20	$72	extension-page	cjk-extension	new/expanded DFS page
992	肵	U+80B5	CDAF	cjk	肵	$2073	$20	$73	extension-page	cjk-extension	new/expanded DFS page
993	舠	U+8220	CDB1	cjk	舠	$2074	$20	$74	extension-page	cjk-extension	new/expanded DFS page
994	芠	U+82A0	CDB2	cjk	芠	$2075	$20	$75	extension-page	cjk-extension	new/expanded DFS page
995	苀	U+82C0	CDB3	cjk	苀	$2076	$20	$76	extension-page	cjk-extension	new/expanded DFS page
996	芚	U+829A	CDB5	cjk	芚	$2077	$20	$77	extension-page	cjk-extension	new/expanded DFS page
997	芛	U+829B	CDB7	cjk	芛	$2078	$20	$78	extension-page	cjk-extension	new/expanded DFS page
998	芵	U+82B5	CDB8	cjk	芵	$2079	$20	$79	extension-page	cjk-extension	new/expanded DFS page
999	芧	U+82A7	CDB9	cjk	芧	$207A	$20	$7A	extension-page	cjk-extension	new/expanded DFS page
1000	芼	U+82BC	CDBB	cjk	芼	$207B	$20	$7B	extension-page	cjk-extension	new/expanded DFS page
1001	芞	U+829E	CDBC	cjk	芞	$207C	$20	$7C	extension-page	cjk-extension	new/expanded DFS page
1002	芺	U+82BA	CDBD	cjk	芺	$207D	$20	$7D	extension-page	cjk-extension	new/expanded DFS page
1003	苂	U+82C2	CDC2	cjk	苂	$207E	$20	$7E	extension-page	cjk-extension	new/expanded DFS page
1004	苃	U+82C3	CDC4	cjk	苃	$207F	$20	$7F	extension-page	cjk-extension	new/expanded DFS page
1005	芶	U+82B6	CDC5	cjk	芶	$2080	$20	$80	extension-page	cjk-extension	new/expanded DFS page
1006	芢	U+82A2	CDC6	cjk	芢	$2081	$20	$81	extension-page	cjk-extension	new/expanded DFS page
1007	虰	U+8670	CDC7	cjk	虰	$2082	$20	$82	extension-page	cjk-extension	new/expanded DFS page
1008	虭	U+866D	CDC9	cjk	虭	$2083	$20	$83	extension-page	cjk-extension	new/expanded DFS page
1009	豖	U+8C56	CDCB	cjk	豖	$2084	$20	$84	extension-page	cjk-extension	new/expanded DFS page
1010	迒	U+8FD2	CDCC	cjk	迒	$2085	$20	$85	extension-page	cjk-extension	new/expanded DFS page
1011	迋	U+8FCB	CDCD	cjk	迋	$2086	$20	$86	extension-page	cjk-extension	new/expanded DFS page
1012	迍	U+8FCD	CDCF	cjk	迍	$2087	$20	$87	extension-page	cjk-extension	new/expanded DFS page
1013	迖	U+8FD6	CDD0	cjk	迖	$2088	$20	$88	extension-page	cjk-extension	new/expanded DFS page
1014	迗	U+8FD7	CDD2	cjk	迗	$2089	$20	$89	extension-page	cjk-extension	new/expanded DFS page
1015	邲	U+90B2	CDD3	cjk	邲	$208A	$20	$8A	extension-page	cjk-extension	new/expanded DFS page
1016	阹	U+9639	CDD8	cjk	阹	$208B	$20	$8B	extension-page	cjk-extension	new/expanded DFS page
1017	阺	U+963A	CDDB	cjk	阺	$208C	$20	$8C	extension-page	cjk-extension	new/expanded DFS page
1018	陃	U+9643	CDDC	cjk	陃	$208D	$20	$8D	extension-page	cjk-extension	new/expanded DFS page
1019	俍	U+4FCD	CDDD	cjk	俍	$208E	$20	$8E	extension-page	cjk-extension	new/expanded DFS page
1020	俓	U+4FD3	CDDF	cjk	𠇹	$208F	$20	$8F	extension-page	cjk-extension	new/expanded DFS page
1021	侲	U+4FB2	CDE0	cjk	侲	$2090	$20	$90	extension-page	cjk-extension	new/expanded DFS page
1022	俉	U+4FC9	CDE1	cjk	俉	$2091	$20	$91	extension-page	cjk-extension	new/expanded DFS page
1023	俋	U+4FCB	CDE2	cjk	俋	$2092	$20	$92	extension-page	cjk-extension	new/expanded DFS page
1024	俔	U+4FD4	CDE4	cjk	伣	$2093	$20	$93	extension-page	cjk-extension	new/expanded DFS page
1025	俙	U+4FD9	CDE6	cjk	俙	$2094	$20	$94	extension-page	cjk-extension	new/expanded DFS page
1026	侻	U+4FBB	CDE7	cjk	侻	$2095	$20	$95	extension-page	cjk-extension	new/expanded DFS page
1027	侳	U+4FB3	CDE8	cjk	侳	$2096	$20	$96	extension-page	cjk-extension	new/expanded DFS page
1028	俛	U+4FDB	CDE9	cjk	俛	$2097	$20	$97	extension-page	cjk-extension	new/expanded DFS page
1029	俇	U+4FC7	CDEA	cjk	俇	$2098	$20	$98	extension-page	cjk-extension	new/expanded DFS page
1030	俖	U+4FD6	CDEB	cjk	俖	$2099	$20	$99	extension-page	cjk-extension	new/expanded DFS page
1031	侺	U+4FBA	CDEC	cjk	侺	$209A	$20	$9A	extension-page	cjk-extension	new/expanded DFS page
1032	俀	U+4FC0	CDED	cjk	俀	$209B	$20	$9B	extension-page	cjk-extension	new/expanded DFS page
1033	侹	U+4FB9	CDEE	cjk	侹	$209C	$20	$9C	extension-page	cjk-extension	new/expanded DFS page
1034	俬	U+4FEC	CDEF	cjk	私	$209D	$20	$9D	extension-page	cjk-extension	new/expanded DFS page
1035	剉	U+5249	CDF1	cjk	剉	$209E	$20	$9E	extension-page	cjk-extension	new/expanded DFS page
1036	勀	U+52C0	CDF2	cjk	勀	$209F	$20	$9F	extension-page	cjk-extension	new/expanded DFS page
1037	勂	U+52C2	CDF3	cjk	勂	$20A0	$20	$A0	extension-page	cjk-extension	new/expanded DFS page
1038	匽	U+533D	CDF4	cjk	匽	$20A1	$20	$A1	extension-page	cjk-extension	new/expanded DFS page
1039	卼	U+537C	CDF5	cjk	卼	$20A2	$20	$A2	extension-page	cjk-extension	new/expanded DFS page
1040	厗	U+5397	CDF6	cjk	厗	$20A3	$20	$A3	extension-page	cjk-extension	new/expanded DFS page
1041	厖	U+5396	CDF7	cjk	厖	$20A4	$20	$A4	extension-page	cjk-extension	new/expanded DFS page
1042	咺	U+54BA	CDFA	cjk	咺	$20A5	$20	$A5	extension-page	cjk-extension	new/expanded DFS page
1043	咡	U+54A1	CDFB	cjk	咡	$20A6	$20	$A6	extension-page	cjk-extension	new/expanded DFS page
1044	咥	U+54A5	CDFD	cjk	咥	$20A7	$20	$A7	extension-page	cjk-extension	new/expanded DFS page
1045	哃	U+54C3	CE40	cjk	哃	$20A8	$20	$A8	extension-page	cjk-extension	new/expanded DFS page
1046	茍	U+830D	CE41	cjk	茍	$20A9	$20	$A9	extension-page	cjk-extension	new/expanded DFS page
1047	咷	U+54B7	CE42	cjk	咷	$20AA	$20	$AA	extension-page	cjk-extension	new/expanded DFS page
1048	咮	U+54AE	CE43	cjk	咮	$20AB	$20	$AB	extension-page	cjk-extension	new/expanded DFS page
1049	哖	U+54D6	CE44	cjk	哖	$20AC	$20	$AC	extension-page	cjk-extension	new/expanded DFS page
1050	咶	U+54B6	CE45	cjk	咶	$20AD	$20	$AD	extension-page	cjk-extension	new/expanded DFS page
1051	哅	U+54C5	CE46	cjk	哅	$20AE	$20	$AE	extension-page	cjk-extension	new/expanded DFS page
1052	咠	U+54A0	CE48	cjk	咠	$20AF	$20	$AF	extension-page	cjk-extension	new/expanded DFS page
1053	呰	U+5470	CE49	cjk	呰	$20B0	$20	$B0	extension-page	cjk-extension	new/expanded DFS page
1054	咢	U+54A2	CE4B	cjk	咢	$20B1	$20	$B1	extension-page	cjk-extension	new/expanded DFS page
1055	咾	U+54BE	CE4C	cjk	咾	$20B2	$20	$B2	extension-page	cjk-extension	new/expanded DFS page
1056	咰	U+54B0	CE4F	cjk	咰	$20B3	$20	$B3	extension-page	cjk-extension	new/expanded DFS page
1057	垵	U+57B5	CE50	cjk	垵	$20B4	$20	$B4	extension-page	cjk-extension	new/expanded DFS page
1058	垞	U+579E	CE51	cjk	垞	$20B5	$20	$B5	extension-page	cjk-extension	new/expanded DFS page
1059	垟	U+579F	CE52	cjk	垟	$20B6	$20	$B6	extension-page	cjk-extension	new/expanded DFS page
1060	垗	U+5797	CE55	cjk	垗	$20B7	$20	$B7	extension-page	cjk-extension	new/expanded DFS page
1061	垝	U+579D	CE56	cjk	垝	$20B8	$20	$B8	extension-page	cjk-extension	new/expanded DFS page
