ext_index	char	unicode	big5	category	t2s	dfs_code	page	low	slot_source	compat_class	note
2997	椸	U+6938	DDCB	cjk	椸	$3041	$30	$41	extension-page	cjk-extension	new/expanded DFS page
2998	楎	U+694E	DDCC	cjk	楎	$3042	$30	$42	extension-page	cjk-extension	new/expanded DFS page
2999	楢	U+6962	DDCD	cjk	楢	$3043	$30	$43	extension-page	cjk-extension	new/expanded DFS page
3000	楅	U+6945	DDD0	cjk	楅	$3044	$30	$44	extension-page	cjk-extension	new/expanded DFS page
3001	楪	U+696A	DDD1	cjk	楪	$3045	$30	$45	extension-page	cjk-extension	new/expanded DFS page
3002	楙	U+6959	DDD5	cjk	楙	$3046	$30	$46	extension-page	cjk-extension	new/expanded DFS page
3003	楺	U+697A	DDD6	cjk	楺	$3047	$30	$47	extension-page	cjk-extension	new/expanded DFS page
3004	楈	U+6948	DDD7	cjk	楈	$3048	$30	$48	extension-page	cjk-extension	new/expanded DFS page
3005	楉	U+6949	DDD8	cjk	楉	$3049	$30	$49	extension-page	cjk-extension	new/expanded DFS page
3006	椵	U+6935	DDD9	cjk	椵	$304A	$30	$4A	extension-page	cjk-extension	new/expanded DFS page
3007	楬	U+696C	DDDA	cjk	楬	$3060	$30	$60	extension-page	cjk-extension	new/expanded DFS page
3008	椳	U+6933	DDDB	cjk	椳	$3061	$30	$61	extension-page	cjk-extension	new/expanded DFS page
3009	楥	U+6965	DDDD	cjk	楥	$3062	$30	$62	extension-page	cjk-extension	new/expanded DFS page
3010	楩	U+6969	DDE1	cjk	楩	$3063	$30	$63	extension-page	cjk-extension	new/expanded DFS page
3011	楀	U+6940	DDE2	cjk	楀	$3064	$30	$64	extension-page	cjk-extension	new/expanded DFS page
3012	楯	U+696F	DDE3	cjk	楯	$3065	$30	$65	extension-page	cjk-extension	new/expanded DFS page
3013	楄	U+6944	DDE4	cjk	楄	$3066	$30	$66	extension-page	cjk-extension	new/expanded DFS page
3014	楶	U+6976	DDE5	cjk	楶	$3067	$30	$67	extension-page	cjk-extension	new/expanded DFS page
3015	楘	U+6958	DDE6	cjk	楘	$3068	$30	$68	extension-page	cjk-extension	new/expanded DFS page
3016	楁	U+6941	DDE7	cjk	楁	$3069	$30	$69	extension-page	cjk-extension	new/expanded DFS page
3017	楴	U+6974	DDE8	cjk	楴	$306A	$30	$6A	extension-page	cjk-extension	new/expanded DFS page
3018	楌	U+694C	DDE9	cjk	楌	$306B	$30	$6B	extension-page	cjk-extension	new/expanded DFS page
3019	椻	U+693B	DDEA	cjk	椻	$306C	$30	$6C	extension-page	cjk-extension	new/expanded DFS page
3020	楋	U+694B	DDEB	cjk	楋	$306D	$30	$6D	extension-page	cjk-extension	new/expanded DFS page
3021	椷	U+6937	DDEC	cjk	椷	$306E	$30	$6E	extension-page	cjk-extension	new/expanded DFS page
3022	楜	U+695C	DDED	cjk	楜	$306F	$30	$6F	extension-page	cjk-extension	new/expanded DFS page
3023	楏	U+694F	DDEE	cjk	楏	$3070	$30	$70	extension-page	cjk-extension	new/expanded DFS page
3024	楑	U+6951	DDEF	cjk	楑	$3071	$30	$71	extension-page	cjk-extension	new/expanded DFS page
3025	椲	U+6932	DDF0	cjk	㭏	$3072	$30	$72	extension-page	cjk-extension	new/expanded DFS page
3026	楒	U+6952	DDF1	cjk	楒	$3073	$30	$73	extension-page	cjk-extension	new/expanded DFS page
3027	椯	U+692F	DDF2	cjk	椯	$3074	$30	$74	extension-page	cjk-extension	new/expanded DFS page
3028	楻	U+697B	DDF3	cjk	楻	$3075	$30	$75	extension-page	cjk-extension	new/expanded DFS page
3029	椼	U+693C	DDF4	cjk	椼	$3076	$30	$76	extension-page	cjk-extension	new/expanded DFS page
3030	歅	U+6B45	DDF6	cjk	歅	$3077	$30	$77	extension-page	cjk-extension	new/expanded DFS page
3031	歂	U+6B42	DDF8	cjk	歂	$3078	$30	$78	extension-page	cjk-extension	new/expanded DFS page
3032	歈	U+6B48	DDF9	cjk	歈	$3079	$30	$79	extension-page	cjk-extension	new/expanded DFS page
3033	歁	U+6B41	DDFA	cjk	歁	$307A	$30	$7A	extension-page	cjk-extension	new/expanded DFS page
3034	嗀	U+FA0D	DDFC	cjk	嗀	$307B	$30	$7B	extension-page	cjk-extension	new/expanded DFS page
3035	毻	U+6BFB	DDFD	cjk	毻	$307C	$30	$7C	extension-page	cjk-extension	new/expanded DFS page
3036	毼	U+6BFC	DDFE	cjk	毼	$307D	$30	$7D	extension-page	cjk-extension	new/expanded DFS page
3037	毷	U+6BF7	DE41	cjk	毷	$307E	$30	$7E	extension-page	cjk-extension	new/expanded DFS page
3038	毸	U+6BF8	DE42	cjk	毸	$307F	$30	$7F	extension-page	cjk-extension	new/expanded DFS page
3039	溛	U+6E9B	DE43	cjk	溛	$3080	$30	$80	extension-page	cjk-extension	new/expanded DFS page
3040	滖	U+6ED6	DE44	cjk	滖	$3081	$30	$81	extension-page	cjk-extension	new/expanded DFS page
3041	滈	U+6EC8	DE45	cjk	滈	$3082	$30	$82	extension-page	cjk-extension	new/expanded DFS page
3042	滀	U+6EC0	DE47	cjk	滀	$3083	$30	$83	extension-page	cjk-extension	new/expanded DFS page
3043	溓	U+6E93	DE49	cjk	溓	$3084	$30	$84	extension-page	cjk-extension	new/expanded DFS page
3044	溔	U+6E94	DE4A	cjk	溔	$3085	$30	$85	extension-page	cjk-extension	new/expanded DFS page
3045	溠	U+6EA0	DE4B	cjk	溠	$3086	$30	$86	extension-page	cjk-extension	new/expanded DFS page
3046	溹	U+6EB9	DE4D	cjk	溹	$3087	$30	$87	extension-page	cjk-extension	new/expanded DFS page
3047	滆	U+6EC6	DE4E	cjk	滆	$3088	$30	$88	extension-page	cjk-extension	new/expanded DFS page
3048	滒	U+6ED2	DE4F	cjk	滒	$3089	$30	$89	extension-page	cjk-extension	new/expanded DFS page
3049	溞	U+6E9E	DE52	cjk	溞	$308A	$30	$8A	extension-page	cjk-extension	new/expanded DFS page
3050	滉	U+6EC9	DE53	cjk	滉	$308B	$30	$8B	extension-page	cjk-extension	new/expanded DFS page
3051	溰	U+6EB0	DE55	cjk	溰	$308C	$30	$8C	extension-page	cjk-extension	new/expanded DFS page
3052	滍	U+6ECD	DE56	cjk	滍	$308D	$30	$8D	extension-page	cjk-extension	new/expanded DFS page
3053	溦	U+6EA6	DE57	cjk	溦	$308E	$30	$8E	extension-page	cjk-extension	new/expanded DFS page
3054	溾	U+6EBE	DE5A	cjk	溾	$308F	$30	$8F	extension-page	cjk-extension	new/expanded DFS page
3055	滃	U+6EC3	DE5B	cjk	滃	$3090	$30	$90	extension-page	cjk-extension	new/expanded DFS page
3056	滜	U+6EDC	DE5C	cjk	滜	$3091	$30	$91	extension-page	cjk-extension	new/expanded DFS page
3057	滘	U+6ED8	DE5D	cjk	滘	$3092	$30	$92	extension-page	cjk-extension	new/expanded DFS page
3058	溙	U+6E99	DE5E	cjk	溙	$3093	$30	$93	extension-page	cjk-extension	new/expanded DFS page
3059	溒	U+6E92	DE5F	cjk	溒	$3094	$30	$94	extension-page	cjk-extension	new/expanded DFS page
3060	溎	U+6E8E	DE60	cjk	溎	$3095	$30	$95	extension-page	cjk-extension	new/expanded DFS page
3061	溍	U+6E8D	DE61	cjk	溍	$3096	$30	$96	extension-page	cjk-extension	new/expanded DFS page
3062	溤	U+6EA4	DE62	cjk	溤	$3097	$30	$97	extension-page	cjk-extension	new/expanded DFS page
3063	溡	U+6EA1	DE63	cjk	𪶄	$3098	$30	$98	extension-page	cjk-extension	new/expanded DFS page
3064	溿	U+6EBF	DE64	cjk	溿	$3099	$30	$99	extension-page	cjk-extension	new/expanded DFS page
3065	溳	U+6EB3	DE65	cjk	涢	$309A	$30	$9A	extension-page	cjk-extension	new/expanded DFS page
3066	滐	U+6ED0	DE66	cjk	滐	$309B	$30	$9B	extension-page	cjk-extension	new/expanded DFS page
3067	滊	U+6ECA	DE67	cjk	滊	$309C	$30	$9C	extension-page	cjk-extension	new/expanded DFS page
3068	溗	U+6E97	DE68	cjk	溗	$309D	$30	$9D	extension-page	cjk-extension	new/expanded DFS page
3069	溮	U+6EAE	DE69	cjk	浉	$309E	$30	$9E	extension-page	cjk-extension	new/expanded DFS page
3070	溣	U+6EA3	DE6A	cjk	溣	$309F	$30	$9F	extension-page	cjk-extension	new/expanded DFS page
3071	煇	U+7147	DE6B	cjk	𪸩	$30A0	$30	$A0	extension-page	cjk-extension	new/expanded DFS page
3072	煔	U+7154	DE6C	cjk	煔	$30A1	$30	$A1	extension-page	cjk-extension	new/expanded DFS page
3073	煣	U+7163	DE6E	cjk	煣	$30A2	$30	$A2	extension-page	cjk-extension	new/expanded DFS page
3074	煠	U+7160	DE6F	cjk	煠	$30A3	$30	$A3	extension-page	cjk-extension	new/expanded DFS page
3075	煁	U+7141	DE70	cjk	煁	$30A4	$30	$A4	extension-page	cjk-extension	new/expanded DFS page
3076	煝	U+715D	DE71	cjk	煝	$30A5	$30	$A5	extension-page	cjk-extension	new/expanded DFS page
3077	煪	U+716A	DE75	cjk	煪	$30A6	$30	$A6	extension-page	cjk-extension	new/expanded DFS page
3078	煡	U+7161	DE76	cjk	煡	$30A7	$30	$A7	extension-page	cjk-extension	new/expanded DFS page
3079	煂	U+7142	DE77	cjk	煂	$30A8	$30	$A8	extension-page	cjk-extension	new/expanded DFS page
3080	煘	U+7158	DE78	cjk	煘	$30A9	$30	$A9	extension-page	cjk-extension	new/expanded DFS page
3081	煃	U+7143	DE79	cjk	煃	$30AA	$30	$AA	extension-page	cjk-extension	new/expanded DFS page
3082	煋	U+714B	DE7A	cjk	煋	$30AB	$30	$AB	extension-page	cjk-extension	new/expanded DFS page
3083	煰	U+7170	DE7B	cjk	煰	$30AC	$30	$AC	extension-page	cjk-extension	new/expanded DFS page
3084	煟	U+715F	DE7C	cjk	煟	$30AD	$30	$AD	extension-page	cjk-extension	new/expanded DFS page
3085	煐	U+7150	DE7D	cjk	煐	$30AE	$30	$AE	extension-page	cjk-extension	new/expanded DFS page
3086	煓	U+7153	DE7E	cjk	煓	$30AF	$30	$AF	extension-page	cjk-extension	new/expanded DFS page
3087	煄	U+7144	DEA1	cjk	煄	$30B0	$30	$B0	extension-page	cjk-extension	new/expanded DFS page
3088	煍	U+714D	DEA2	cjk	煍	$30B1	$30	$B1	extension-page	cjk-extension	new/expanded DFS page
3089	煚	U+715A	DEA3	cjk	煚	$30B2	$30	$B2	extension-page	cjk-extension	new/expanded DFS page
3090	牏	U+724F	DEA4	cjk	牏	$30B3	$30	$B3	extension-page	cjk-extension	new/expanded DFS page
3091	犌	U+728C	DEA6	cjk	犌	$30B4	$30	$B4	extension-page	cjk-extension	new/expanded DFS page
3092	犑	U+7291	DEA7	cjk	犑	$30B5	$30	$B5	extension-page	cjk-extension	new/expanded DFS page
3093	犐	U+7290	DEA8	cjk	犐	$30B6	$30	$B6	extension-page	cjk-extension	new/expanded DFS page
3094	犎	U+728E	DEA9	cjk	犎	$30B7	$30	$B7	extension-page	cjk-extension	new/expanded DFS page
3095	猼	U+733C	DEAA	cjk	猼	$30B8	$30	$B8	extension-page	cjk-extension	new/expanded DFS page
3096	獂	U+7342	DEAB	cjk	獂	$30B9	$30	$B9	extension-page	cjk-extension	new/expanded DFS page
3097	猺	U+733A	DEAD	cjk	猺	$30BA	$30	$BA	extension-page	cjk-extension	new/expanded DFS page
3098	獀	U+7340	DEAE	cjk	獀	$30BB	$30	$BB	extension-page	cjk-extension	new/expanded DFS page
3099	獊	U+734A	DEAF	cjk	𪺷	$30BC	$30	$BC	extension-page	cjk-extension	new/expanded DFS page
3100	獉	U+7349	DEB0	cjk	獉	$30BD	$30	$BD	extension-page	cjk-extension	new/expanded DFS page
3101	瑄	U+7444	DEB1	cjk	瑄	$30BE	$30	$BE	extension-page	cjk-extension	new/expanded DFS page
3102	瑊	U+744A	DEB2	cjk	瑊	$30BF	$30	$BF	extension-page	cjk-extension	new/expanded DFS page
3103	瑒	U+7452	DEB4	cjk	玚	$30C0	$30	$C0	extension-page	cjk-extension	new/expanded DFS page
3104	瑑	U+7451	DEB5	cjk	瑑	$30C1	$30	$C1	extension-page	cjk-extension	new/expanded DFS page
3105	瑀	U+7440	DEB7	cjk	瑀	$30C2	$30	$C2	extension-page	cjk-extension	new/expanded DFS page
3106	瑏	U+744F	DEB8	cjk	瑏	$30C3	$30	$C3	extension-page	cjk-extension	new/expanded DFS page
3107	瑐	U+7450	DEB9	cjk	瑐	$30C4	$30	$C4	extension-page	cjk-extension	new/expanded DFS page
3108	瑎	U+744E	DEBA	cjk	瑎	$30C5	$30	$C5	extension-page	cjk-extension	new/expanded DFS page
3109	瑂	U+7442	DEBB	cjk	瑂	$30C6	$30	$C6	extension-page	cjk-extension	new/expanded DFS page
3110	瑆	U+7446	DEBC	cjk	瑆	$30C7	$30	$C7	extension-page	cjk-extension	new/expanded DFS page
3111	瑍	U+744D	DEBD	cjk	瑍	$30C8	$30	$C8	extension-page	cjk-extension	new/expanded DFS page
3112	瑔	U+7454	DEBE	cjk	瑔	$30C9	$30	$C9	extension-page	cjk-extension	new/expanded DFS page
3113	瓡	U+74E1	DEBF	cjk	瓡	$30CA	$30	$CA	extension-page	cjk-extension	new/expanded DFS page
3114	瓾	U+74FE	DEC1	cjk	瓾	$30CB	$30	$CB	extension-page	cjk-extension	new/expanded DFS page
3115	瓽	U+74FD	DEC2	cjk	瓽	$30CC	$30	$CC	extension-page	cjk-extension	new/expanded DFS page
3116	甝	U+751D	DEC3	cjk	甝	$30CD	$30	$CD	extension-page	cjk-extension	new/expanded DFS page
3117	畷	U+7577	DEC5	cjk	畷	$30CE	$30	$CE	extension-page	cjk-extension	new/expanded DFS page
3118	榃	U+6983	DEC6	cjk	榃	$30CF	$30	$CF	extension-page	cjk-extension	new/expanded DFS page
3119	痯	U+75EF	DEC7	cjk	痯	$30D0	$30	$D0	extension-page	cjk-extension	new/expanded DFS page
3120	瘏	U+760F	DEC8	cjk	瘏	$30D1	$30	$D1	extension-page	cjk-extension	new/expanded DFS page
3121	痷	U+75F7	DECA	cjk	痷	$30D2	$30	$D2	extension-page	cjk-extension	new/expanded DFS page
3122	痸	U+75F8	DECE	cjk	痸	$30D3	$30	$D3	extension-page	cjk-extension	new/expanded DFS page
3123	痻	U+75FB	DED0	cjk	痻	$30D4	$30	$D4	extension-page	cjk-extension	new/expanded DFS page
3124	痶	U+75F6	DED1	cjk	痶	$30D5	$30	$D5	extension-page	cjk-extension	new/expanded DFS page
3125	痭	U+75ED	DED2	cjk	痭	$30D6	$30	$D6	extension-page	cjk-extension	new/expanded DFS page
3126	痵	U+75F5	DED3	cjk	痵	$30D7	$30	$D7	extension-page	cjk-extension	new/expanded DFS page
3127	痽	U+75FD	DED4	cjk	痽	$30D8	$30	$D8	extension-page	cjk-extension	new/expanded DFS page
3128	皵	U+76B5	DED6	cjk	皵	$30D9	$30	$D9	extension-page	cjk-extension	new/expanded DFS page
3129	盝	U+76DD	DED7	cjk	盝	$30DA	$30	$DA	extension-page	cjk-extension	new/expanded DFS page
3130	睕	U+7755	DED8	cjk	睕	$30DB	$30	$DB	extension-page	cjk-extension	new/expanded DFS page
3131	睟	U+775F	DED9	cjk	睟	$30DC	$30	$DC	extension-page	cjk-extension	new/expanded DFS page
3132	睠	U+7760	DEDA	cjk	睠	$30DD	$30	$DD	extension-page	cjk-extension	new/expanded DFS page
3133	睒	U+7752	DEDB	cjk	睒	$30DE	$30	$DE	extension-page	cjk-extension	new/expanded DFS page
3134	睖	U+7756	DEDC	cjk	睖	$30DF	$30	$DF	extension-page	cjk-extension	new/expanded DFS page
3135	睩	U+7769	DEDE	cjk	睩	$30E0	$30	$E0	extension-page	cjk-extension	new/expanded DFS page
3136	睧	U+7767	DEDF	cjk	睧	$30E1	$30	$E1	extension-page	cjk-extension	new/expanded DFS page
3137	睔	U+7754	DEE0	cjk	睔	$30E2	$30	$E2	extension-page	cjk-extension	new/expanded DFS page
3138	睙	U+7759	DEE1	cjk	睙	$30E3	$30	$E3	extension-page	cjk-extension	new/expanded DFS page
3139	睭	U+776D	DEE2	cjk	睭	$30E4	$30	$E4	extension-page	cjk-extension	new/expanded DFS page
3140	矠	U+77E0	DEE3	cjk	矠	$30E5	$30	$E5	extension-page	cjk-extension	new/expanded DFS page
3141	碔	U+7894	DEE6	cjk	碔	$30E6	$30	$E6	extension-page	cjk-extension	new/expanded DFS page
3142	碏	U+788F	DEE7	cjk	碏	$30E7	$30	$E7	extension-page	cjk-extension	new/expanded DFS page
3143	碄	U+7884	DEE8	cjk	碄	$30E8	$30	$E8	extension-page	cjk-extension	new/expanded DFS page
3144	碕	U+7895	DEE9	cjk	埼	$30E9	$30	$E9	extension-page	cjk-extension	new/expanded DFS page
3145	碅	U+7885	DEEA	cjk	碅	$30EA	$30	$EA	extension-page	cjk-extension	new/expanded DFS page
3146	碆	U+7886	DEEB	cjk	碆	$30EB	$30	$EB	extension-page	cjk-extension	new/expanded DFS page
3147	碃	U+7883	DEED	cjk	碃	$30EC	$30	$EC	extension-page	cjk-extension	new/expanded DFS page
3148	硹	U+7879	DEEE	cjk	硹	$30ED	$30	$ED	extension-page	cjk-extension	new/expanded DFS page
3149	碙	U+7899	DEEF	cjk	𥐻	$30EE	$30	$EE	extension-page	cjk-extension	new/expanded DFS page
3150	碀	U+7880	DEF0	cjk	碀	$30EF	$30	$EF	extension-page	cjk-extension	new/expanded DFS page
3151	碖	U+7896	DEF1	cjk	碖	$30F0	$30	$F0	extension-page	cjk-extension	new/expanded DFS page
3152	硻	U+787B	DEF2	cjk	硻	$30F1	$30	$F1	extension-page	cjk-extension	new/expanded DFS page
3153	祼	U+797C	DEF3	cjk	祼	$30F2	$30	$F2	extension-page	cjk-extension	new/expanded DFS page
3154	禂	U+7982	DEF4	cjk	禂	$30F3	$30	$F3	extension-page	cjk-extension	new/expanded DFS page
3155	祽	U+797D	DEF5	cjk	祽	$30F4	$30	$F4	extension-page	cjk-extension	new/expanded DFS page
3156	祹	U+7979	DEF6	cjk	祹	$30F5	$30	$F5	extension-page	cjk-extension	new/expanded DFS page
3157	稑	U+7A11	DEF7	cjk	稑	$30F6	$30	$F6	extension-page	cjk-extension	new/expanded DFS page
3158	稘	U+7A18	DEF8	cjk	稘	$30F7	$30	$F7	extension-page	cjk-extension	new/expanded DFS page
3159	稙	U+7A19	DEF9	cjk	稙	$30F8	$30	$F8	extension-page	cjk-extension	new/expanded DFS page
3160	稒	U+7A12	DEFA	cjk	稒	$30F9	$30	$F9	extension-page	cjk-extension	new/expanded DFS page
3161	稕	U+7A15	DEFC	cjk	稕	$30FA	$30	$FA	extension-page	cjk-extension	new/expanded DFS page
3162	稢	U+7A22	DEFD	cjk	稢	$30FB	$30	$FB	extension-page	cjk-extension	new/expanded DFS page
3163	稓	U+7A13	DEFE	cjk	稓	$30FC	$30	$FC	extension-page	cjk-extension	new/expanded DFS page
3164	稛	U+7A1B	DF40	cjk	稛	$3101	$31	$01	extension-page	cjk-extension	new/expanded DFS page
3165	稐	U+7A10	DF41	cjk	稐	$3102	$31	$02	extension-page	cjk-extension	new/expanded DFS page
3166	窢	U+7AA2	DF43	cjk	窢	$3103	$31	$03	extension-page	cjk-extension	new/expanded DFS page
3167	窞	U+7A9E	DF44	cjk	窞	$3104	$31	$04	extension-page	cjk-extension	new/expanded DFS page
3168	竫	U+7AEB	DF45	cjk	竫	$3105	$31	$05	extension-page	cjk-extension	new/expanded DFS page
3169	筦	U+7B66	DF46	cjk	筦	$3106	$31	$06	extension-page	cjk-extension	new/expanded DFS page
3170	筤	U+7B64	DF47	cjk	筤	$3107	$31	$07	extension-page	cjk-extension	new/expanded DFS page
3171	筭	U+7B6D	DF48	cjk	筭	$3108	$31	$08	extension-page	cjk-extension	new/expanded DFS page
3172	筴	U+7B74	DF49	cjk	䇲	$3109	$31	$09	extension-page	cjk-extension	new/expanded DFS page
3173	筩	U+7B69	DF4A	cjk	筩	$310A	$31	$0A	extension-page	cjk-extension	new/expanded DFS page
3174	筥	U+7B65	DF4C	cjk	筥	$310B	$31	$0B	extension-page	cjk-extension	new/expanded DFS page
3175	筳	U+7B73	DF4D	cjk	筳	$310C	$31	$0C	extension-page	cjk-extension	new/expanded DFS page
3176	筰	U+7B70	DF4F	cjk	筰	$310D	$31	$0D	extension-page	cjk-extension	new/expanded DFS page
3177	筡	U+7B61	DF50	cjk	筡	$310E	$31	$0E	extension-page	cjk-extension	new/expanded DFS page
3178	筸	U+7B78	DF51	cjk	筸	$310F	$31	$0F	extension-page	cjk-extension	new/expanded DFS page
3179	筶	U+7B76	DF52	cjk	筶	$3110	$31	$10	extension-page	cjk-extension	new/expanded DFS page
3180	筣	U+7B63	DF53	cjk	筣	$3111	$31	$11	extension-page	cjk-extension	new/expanded DFS page
3181	粴	U+7CB4	DF55	cjk	粴	$3112	$31	$12	extension-page	cjk-extension	new/expanded DFS page
3182	粯	U+7CAF	DF56	cjk	粯	$3113	$31	$13	extension-page	cjk-extension	new/expanded DFS page
3183	綀	U+7D80	DF59	cjk	𦈌	$3117	$31	$17	extension-page	cjk-extension	new/expanded DFS page
3184	綍	U+7D8D	DF5A	cjk	綍	$3118	$31	$18	extension-page	cjk-extension	new/expanded DFS page
3185	絿	U+7D7F	DF5B	cjk	絿	$3119	$31	$19	extension-page	cjk-extension	new/expanded DFS page
3186	綅	U+7D85	DF5C	cjk	綅	$311A	$31	$1A	extension-page	cjk-extension	new/expanded DFS page
3187	絺	U+7D7A	DF5D	cjk	𫄨	$311B	$31	$1B	extension-page	cjk-extension	new/expanded DFS page
3188	綎	U+7D8E	DF5E	cjk	𬘩	$311C	$31	$1C	extension-page	cjk-extension	new/expanded DFS page
3189	絻	U+7D7B	DF5F	cjk	絻	$311D	$31	$1D	extension-page	cjk-extension	new/expanded DFS page
3190	絼	U+7D7C	DF61	cjk	絼	$311E	$31	$1E	extension-page	cjk-extension	new/expanded DFS page
3191	綌	U+7D8C	DF62	cjk	绤	$311F	$31	$1F	extension-page	cjk-extension	new/expanded DFS page
3192	綔	U+7D94	DF63	cjk	綔	$3120	$31	$20	extension-page	cjk-extension	new/expanded DFS page
3193	綄	U+7D84	DF64	cjk	𬘫	$3121	$31	$21	extension-page	cjk-extension	new/expanded DFS page
3194	絽	U+7D7D	DF65	cjk	絽	$3123	$31	$23	extension-page	cjk-extension	new/expanded DFS page
3195	綒	U+7D92	DF66	cjk	綒	$3124	$31	$24	extension-page	cjk-extension	new/expanded DFS page
3196	罭	U+7F6D	DF67	cjk	罭	$3125	$31	$25	extension-page	cjk-extension	new/expanded DFS page
3197	罫	U+7F6B	DF68	cjk	罫	$3126	$31	$26	extension-page	cjk-extension	new/expanded DFS page
3198	罧	U+7F67	DF69	cjk	罧	$3127	$31	$27	extension-page	cjk-extension	new/expanded DFS page
3199	罬	U+7F6C	DF6B	cjk	罬	$3128	$31	$28	extension-page	cjk-extension	new/expanded DFS page
3200	羦	U+7FA6	DF6C	cjk	羦	$3129	$31	$29	extension-page	cjk-extension	new/expanded DFS page
3201	翛	U+7FDB	DF6F	cjk	翛	$312A	$31	$2A	extension-page	cjk-extension	new/expanded DFS page
3202	翜	U+7FDC	DF70	cjk	翜	$312B	$31	$2B	extension-page	cjk-extension	new/expanded DFS page
3203	耡	U+8021	DF71	cjk	耡	$312C	$31	$2C	extension-page	cjk-extension	new/expanded DFS page
3204	腤	U+8164	DF72	cjk	腤	$312D	$31	$2D	extension-page	cjk-extension	new/expanded DFS page
3205	腷	U+8177	DF74	cjk	腷	$312E	$31	$2E	extension-page	cjk-extension	new/expanded DFS page
3206	腜	U+815C	DF75	cjk	腜	$312F	$31	$2F	extension-page	cjk-extension	new/expanded DFS page
3207	腛	U+815B	DF77	cjk	腛	$3130	$31	$30	extension-page	cjk-extension	new/expanded DFS page
3208	腢	U+8162	DF78	cjk	腢	$3131	$31	$31	extension-page	cjk-extension	new/expanded DFS page
3209	腲	U+8172	DF79	cjk	腲	$3132	$31	$32	extension-page	cjk-extension	new/expanded DFS page
3210	朡	U+6721	DF7A	cjk	朡	$3133	$31	$33	extension-page	cjk-extension	new/expanded DFS page
3211	腞	U+815E	DF7B	cjk	腞	$3134	$31	$34	extension-page	cjk-extension	new/expanded DFS page
3212	腶	U+8176	DF7C	cjk	腶	$3135	$31	$35	extension-page	cjk-extension	new/expanded DFS page
3213	腯	U+816F	DF7E	cjk	腯	$3136	$31	$36	extension-page	cjk-extension	new/expanded DFS page
3214	腄	U+8144	DFA1	cjk	腄	$3137	$31	$37	extension-page	cjk-extension	new/expanded DFS page
3215	舝	U+821D	DFA3	cjk	舝	$3138	$31	$38	extension-page	cjk-extension	new/expanded DFS page
3216	艀	U+8240	DFA6	cjk	艀	$3139	$31	$39	extension-page	cjk-extension	new/expanded DFS page
3217	艂	U+8242	DFA7	cjk	艂	$313A	$31	$3A	extension-page	cjk-extension	new/expanded DFS page
3218	艅	U+8245	DFA8	cjk	艅	$313B	$31	$3B	extension-page	cjk-extension	new/expanded DFS page
3219	蓱	U+84F1	DFA9	cjk	蓱	$313C	$31	$3C	extension-page	cjk-extension	new/expanded DFS page
3220	萿	U+843F	DFAA	cjk	萿	$313D	$31	$3D	extension-page	cjk-extension	new/expanded DFS page
3221	葖	U+8456	DFAB	cjk	葖	$313E	$31	$3E	extension-page	cjk-extension	new/expanded DFS page
3222	葹	U+8479	DFAD	cjk	葹	$3140	$31	$40	extension-page	cjk-extension	new/expanded DFS page
3223	蒏	U+848F	DFAE	cjk	蒏	$3141	$31	$41	extension-page	cjk-extension	new/expanded DFS page
3224	蒍	U+848D	DFAF	cjk	𫇭	$3142	$31	$42	extension-page	cjk-extension	new/expanded DFS page
3225	葥	U+8465	DFB0	cjk	葥	$3143	$31	$43	extension-page	cjk-extension	new/expanded DFS page
3226	葀	U+8440	DFB2	cjk	葀	$3144	$31	$44	extension-page	cjk-extension	new/expanded DFS page
3227	蒆	U+8486	DFB3	cjk	蒆	$3145	$31	$45	extension-page	cjk-extension	new/expanded DFS page
3228	葧	U+8467	DFB4	cjk	葧	$3146	$31	$46	extension-page	cjk-extension	new/expanded DFS page
3229	萰	U+8430	DFB5	cjk	萰	$3147	$31	$47	extension-page	cjk-extension	new/expanded DFS page
3230	葍	U+844D	DFB6	cjk	葍	$3148	$31	$48	extension-page	cjk-extension	new/expanded DFS page
3231	葽	U+847D	DFB7	cjk	葽	$3149	$31	$49	extension-page	cjk-extension	new/expanded DFS page
3232	葴	U+8474	DFBA	cjk	葴	$314A	$31	$4A	extension-page	cjk-extension	new/expanded DFS page
3233	葝	U+845D	DFBC	cjk	𫈎	$3160	$31	$60	extension-page	cjk-extension	new/expanded DFS page
3234	蔇	U+8507	DFBD	cjk	蔇	$3161	$31	$61	extension-page	cjk-extension	new/expanded DFS page
3235	葞	U+845E	DFBE	cjk	葞	$3162	$31	$62	extension-page	cjk-extension	new/expanded DFS page
3236	萷	U+8437	DFBF	cjk	萷	$3163	$31	$63	extension-page	cjk-extension	new/expanded DFS page
3237	萺	U+843A	DFC0	cjk	萺	$3164	$31	$64	extension-page	cjk-extension	new/expanded DFS page
3238	萴	U+8434	DFC1	cjk	荝	$3165	$31	$65	extension-page	cjk-extension	new/expanded DFS page
3239	葃	U+8443	DFC3	cjk	葃	$3166	$31	$66	extension-page	cjk-extension	new/expanded DFS page
3240	萲	U+8432	DFC5	cjk	萲	$3167	$31	$67	extension-page	cjk-extension	new/expanded DFS page
3241	葅	U+8445	DFC6	cjk	葅	$3168	$31	$68	extension-page	cjk-extension	new/expanded DFS page
3242	萩	U+8429	DFC7	cjk	萩	$3169	$31	$69	extension-page	cjk-extension	new/expanded DFS page
